source,target
7641741,2573413
7646469,8492317
7647370,8492317
7647458,8492317
7648068,8492317
7648328,8492317
7648949,8492317
7649257,8492317
7649960,299246
7654723,2199641
7655405,2199641
7657039,6772058
7658147,8498380
7658225,19889
7658289,878702
7658516,1865344
7658651,1768412
7660840,8498380
7661254,33937
7661795,886003
7662304,9517746
7670051,4511522
7674670,1770535
7677082,8837326
7681374,1541451
7756973,1564932
7761695,4675669
7768617,8661657
7805659,2520246
7818914,2065803
7840327,3618862
7845943,3577018
7851763,1479172
7852273,2201887
7853030,1479172
7853197,2201898
7854666,8498056
7857032,8500660
7863283,3278452
7877492,4524753
7878907,3629814
7908432,8491746
7942421,3356195
7951759,8492317
7985174,5544897
8031461,1514761
8050578,4394731
8076205,2149018
8076335,2155717
8100841,2328396
8110773,2155717
8117396,12165677
8132689,6714659
8140969,962271
8152555,3281104
8174895,3281104
8185647,3281104
8185861,3119565
8201865,3281104
8206619,3281104
8235626,3281104
8243276,3281104
8245386,5545515
8246179,8706030
8246388,1810030
8246979,5545515
8247258,5138936
8248980,2249199
8250996,1858125
8250996,8707077
8250996,4451106
8251917,1894469
8253303,1826443
8253767,1894469
8254139,1894469
8254491,3503342
8254653,4420954
8254809,2249199
8255861,1858125
8255994,1885709
8256698,942663
8257102,1890553
8257109,11256554
8257728,1862688
8257747,1869277
8258075,5300344
8258277,2191683
8258566,2158548
8259011,8486247
8260144,8726559
8260186,1868293
8261108,8714112
8261387,8586708
8261785,1890553
8261804,1890553
8262330,942663
8262332,1885709
8262797,1894469
8262933,1881172
8262933,1902312
8263209,1864471
8263332,2058482
8264158,1868293
8264158,1864471
8264252,2884015
8265110,8880052
8265291,1345604
8265583,1543618
8265796,5200122
8265881,1505506
8266083,1543618
8266211,1318863
8267045,8720870
8267979,4192668
8268341,8722692
8268464,1864471
8268584,2094675
8268839,2079515
8269844,5211834
8270297,385031
8270313,66490
8270865,4192668
8271055,9894504
8271135,3076328
8271712,5138936
8272781,1712590
8274812,1134707
8274903,66490
8275383,5138936
8275451,8840883
8276167,2884015
8276735,1839381
8277101,1768412
8278092,1475523
8279043,1688775
8279076,4192668
8279711,1144520
8281959,5538617
8282556,1827521
8284245,3076328
8284720,568704
8284916,4192668
8285401,1837162
8285466,2225337
8285568,3956574
8285817,2917153
8285889,2199641
8286034,1930309
8286419,8692075
8286419,2225337
8287358,2199641
8287613,1820662
8288734,2199641
8288750,914185
8288888,935514
8289383,1134707
8289432,549478
8289643,984911
8289718,299246
8290566,2199641
8290913,8721031
8291713,2117900
8292104,1695129
8292299,2199641
8292637,1930309
8292745,9517746
8292807,2065803
8293246,984911
8295042,1436026
8295671,8662693
8296615,11335578
8298318,1318831
8298547,1318831
8299146,933334
8299618,8645256
8300281,1341572
8300928,4446058
8300928,5158915
8300928,8496666
8301079,938922
8301785,8496666
8307160,3122949
8311185,8496666
8318880,3122949
8325098,3119565
8326755,3119565
8358046,8494570
8374680,3122949
8374803,3281104
8374831,3119565
8377556,3119565
8378826,3281104
8382654,3281104
8409745,3119565
8411909,5784982
8412230,8496666
8413210,5784982
8419062,8496666
8419908,8496666
8419912,8496666
8423587,8496666
8426078,8496666
8426410,8496666
8429938,8496666
8445862,8496666
8450785,8496666
8452380,3119565
8455383,8496666
8460141,3119565
8461215,8496666
8466415,8496666
8468092,3119565
8468744,3664569
8470104,5784982
8473270,5784982
8477195,3466605
8477348,11728979
8477457,8498795
8477475,6722065
8477653,8498795
8477934,8498795
8478524,6724462
8478785,8713694
8478785,8658869
8478838,8540904
8478838,11265272
8479332,8503283
8480371,2225337
8480569,8541542
8480802,5698077
8480845,8494228
8480845,11255652
8480992,608725
8481944,608725
8482217,436396
8482218,2468779
8482419,436396
8482674,314406
8482819,2295657
8482995,8542211
8483091,1859266
8483297,5603306
8483636,6731902
8484286,6770630
8485256,6767779
8485309,8854697
8485846,8486036
8485846,8497639
8485853,8486036
8486190,6715993
8486247,6724462
8486350,3005037
8486577,2175150
8486599,2175150
8486776,2175150
8486981,4374178
8487014,4374178
8487050,4374178
8487071,1637927
8487076,4374178
8487081,3556200
8487118,8708407
8487131,2175150
8487159,2149099
8487170,8708407
8487174,3556200
8487194,3556200
8487200,3556200
8487216,4374178
8487233,8708407
8487258,5671019
8487258,5660954
8487288,2149099
8487290,8850548
8487304,8850548
8487307,3556200
8487310,3528396
8487325,3556200
8487331,8706030
8487331,5160061
8487349,1623686
8487371,4374178
8487385,6769926
8487388,4374178
8487402,6716085
8487410,3556200
8487422,8850548
8487424,10223453
8487424,10171096
8487424,2257072
8487429,2271369
8487467,4374178
8487489,8496378
8487499,8862653
8487502,6714989
8487520,8857727
8487561,4393557
8487597,8708407
8487604,5660954
8487611,2884015
8487614,8573990
8487622,4452540
8487624,394088
8487646,6769926
8487697,8708407
8487722,3594513
8487745,2087429
8487752,942663
8487756,11268107
8487762,942663
8487767,8708407
8487780,3594513
8487795,8850548
8487802,11268107
8487830,8850548
8487904,2249199
8487911,4450967
8487930,2249200
8487945,8617854
8487962,942663
8488039,1869277
8488039,4396500
8488039,942663
8488043,6714989
8488075,4450967
8488078,942663
8488115,8573990
8488116,4393557
8488118,6714989
8488136,11268107
8488143,3123004
8488149,8617854
8488152,2053794
8488226,5138936
8488233,942663
8488261,8617854
8488279,8617854
8488295,8850548
8488297,8559791
8488302,2064789
8488306,2101644
8488319,2149099
8488321,11972537
8488321,2300115
8488324,3123004
8488329,2249199
8488334,8850548
8488342,3556200
8488353,8559791
8488359,1623686
8488374,4450967
8488377,1623686
8488383,8850548
8488413,2773806
8488430,2191683
8488432,942663
8488447,2191683
8488472,5160061
8488478,8573990
8488485,8272781
8488489,5784047
8488493,3123004
8488495,2343637
8488499,6714989
8488505,8617854
8488509,394088
8488519,8617854
8488541,2773806
8488550,3594513
8488560,8573990
8488570,8617854
8488570,2773806
8488583,2101644
8488601,989497
8488641,8617854
8488644,8559791
8488652,1890553
8488655,2773806
8488656,2191683
8488665,8850548
8488678,2121377
8488678,3594513
8488679,935514
8488683,8850548
8488713,11268107
8488725,8573990
8488775,4450967
8488790,3001668
8488807,8573990
8488808,3123004
8488829,8850548
8488863,8559791
8488885,11972537
8488885,2773806
8488887,1623686
8488897,1890553
8488900,4689485
8488903,394088
8488905,4374178
8488906,4452540
8488908,8573990
8488921,2249199
8488922,8272781
8488937,1320719
8488954,1070669
8488964,8573990
8488992,8850548
8489025,4689485
8489029,942663
8489045,8272781
8489084,942663
8489118,8272781
8489152,8617854
8489152,2773806
8489154,8559791
8489155,1890553
8489156,989497
8489162,2228847
8489187,2773806
8489216,3123004
8489221,8617854
8489226,8559791
8489235,1712789
8489245,8617854
8489252,2252774
8489286,1697552
8489295,8661657
8489297,8486190
8489300,11335578
8489339,8486190
8489366,8661657
8489381,989497
8489399,2300115
8489406,3003814
8489422,9848325
8489427,8272781
8489436,1241303
8489437,11972537
8489438,1320719
8489447,11335578
8489450,8272781
8489454,1898706
8489461,1320719
8489471,8559791
8489498,3594513
8489515,2773806
8489516,1157546
8489557,11960629
8489557,8617854
8489562,3123004
8489585,8617854
8489586,12168728
8489613,3003814
8489614,8661657
8489634,8559791
8489635,935514
8489667,2773806
8489679,1898706
8489688,11335578
8489691,8272781
8489708,8661657
8489718,2300115
8489720,935514
8489746,11335578
8489764,11972537
8489764,8617854
8489782,2773806
8489805,8559899
8489811,11263947
8489811,8834711
8489815,8661657
8489876,8497662
8489894,878702
8489900,8661657
8489903,11335578
8489904,12168728
8489907,935514
8489930,3003814
8489935,8617854
8489956,3003814
8489957,11275272
8489979,2490201
8489994,8850548
8489996,11963270
8489996,8617854
8489997,1032467
8489997,7528353
8490012,1380969
8490033,935514
8490038,8573990
8490043,8661657
8490071,1898706
8490100,1241303
8490106,4450967
8490115,8661657
8490131,8850548
8490132,935514
8490138,1898706
8490140,8617854
8490146,8559899
8490152,1082391
8490156,8661657
8490177,984911
8490184,8573990
8490188,1955737
8490226,11275272
8490248,1144520
8490277,11277782
8490277,8661657
8490278,3594513
8490289,11276223
8490289,8559899
8490289,11275089
8490344,3003814
8490357,11335578
8490381,11335578
8490386,8573990
8490395,1898706
8490430,942663
8490457,11335578
8490458,11277782
8490469,3594513
8490478,394088
8490485,1897062
8490487,11260761
8490490,8661657
8490491,1023730
8490500,3123004
8490506,1637764
8490513,1898706
8490527,11259681
8490550,3003814
8490559,11259681
8490581,1318883
8490582,8686876
8490585,1070669
8490630,8661657
8490631,8573990
8490651,8661657
8490684,8573990
8490687,8661657
8490717,1935118
8490764,3810331
8490764,8638568
8490778,4424343
8490788,8661657
8490804,3003814
8490836,8661657
8490840,1898706
8490850,11276701
8490879,8497662
8490915,468298
8490919,1897062
8490928,3003814
8490931,8497662
8490932,394088
8490938,1898706
8490945,8536956
8490966,8640565
8490995,8882842
8491010,11335578
8491036,9504349
8491039,942663
8491040,11275089
8491043,7622704
8491063,9504349
8491090,917475
8491154,5710407
8491221,11265514
8491231,8497662
8491249,935514
8491261,394088
8491303,1897062
8491328,8686187
8491359,11275272
8491366,8661657
8491381,1955737
8491382,8714112
8491390,8497662
8491398,3123004
8491408,8850548
8491448,8541542
8491451,9504349
8491468,8850548
8491471,8714112
8491487,935514
8491489,375483
8491489,8289718
8491489,1967283
8491510,8559899
8491539,8559899
8491540,8289718
8491542,1023730
8491545,11259681
8491553,1898706
8491563,8573990
8491564,4424343
8491566,375483
8491566,8289718
8491578,5552219
8491609,9504349
8491620,917475
8491636,8850548
8491653,375483
8491687,8486190
8491690,11277644
8491690,8559899
8491690,11276701
8491712,5552219
8491732,8486190
8491733,3594513
8491746,1129293
8491760,1890553
8491760,8486190
8491768,966263
8491780,2350732
8491803,1962184
8491809,8640565
8491810,942663
8491815,8542663
8491818,917475
8491823,1023730
8491826,4406124
8491840,917475
8491845,8289718
8491848,935514
8491862,2350645
8491869,8541327
8491883,1157546
8491887,8540590
8491899,1023730
8491948,8541741
8491948,8542663
8491957,966263
8492003,11275272
8492056,917475
8492060,1157546
8492064,375483
8492104,8540590
8492111,2350645
8492127,1879268
8492127,914185
8492127,8640565
8492131,917475
8492153,11275762
8492153,11259681
8492158,375483
8492171,11276088
8492179,917475
8492190,8540590
8492191,1157546
8492209,914185
8492241,3003814
8492250,917475
8492257,8712524
8492258,8497662
8492260,1318883
8492267,3603512
8492281,8640565
8492285,8497662
8492317,8750682
8492317,9504349
8492317,4413745
8492318,3594513
8492330,8289718
8492336,1917269
8492369,2350732
8492372,11264821
8492422,917475
8492441,11259681
8492441,11260761
8492443,917475
8492483,8496763
8492485,8714112
8492495,8541327
8492499,8540590
8492499,8497662
8492536,3003814
8492558,8496763
8492589,8559899
8492605,8559899
8492611,917475
8492633,1023730
8492656,11259681
8492674,1023730
8492687,1380969
8492689,3003814
8492693,917475
8492697,8496763
8492705,11266980
8492707,2121377
8492727,8727530
8492735,11267547
8492735,917475
8492736,8496763
8492751,2304941
8492751,8536956
8492758,8640565
8492770,917475
8492775,11259681
8492776,4424343
8492777,314406
8492807,8496763
8492818,11267331
8492825,11275272
8492834,917475
8492841,8536956
8492845,4410289
8492845,9504349
8492861,1967283
8492867,11259681
8492877,11267581
8492877,2304941
8492877,8536956
8492913,5710407
8492928,8541327
8492929,1023730
8492933,8542663
8492963,375483
8492986,9504349
8492986,2350645
8493017,5642735
8493017,2165424
8493037,5631814
8493040,11266980
8493058,8728239
8493058,8289718
8493064,4476777
8493068,917475
8493078,8541014
8493078,11267581
8493110,2304941
8493117,1318883
8493134,917475
8493143,8497662
8493160,8540590
8493164,4410289
8493173,4413745
8493180,8541327
8493199,8289718
8493222,917475
8493223,11275062
8493223,8541327
8493239,5631814
8493252,4452540
8493256,8496013
8493259,1318883
8493262,5710407
8493272,8496013
8493275,1962184
8493287,4413745
8493302,2165424
8493302,3344528
8493319,8496763
8493323,5631814
8493328,3147435
8493337,8536956
8493347,3147435
8493357,917475
8493359,8496013
8493366,2304941
8493411,1955737
8493436,11267581
8493439,8496763
8493441,4406124
8493442,917475
8493453,917475
8493454,8496763
8493511,11267547
8493513,8536956
8493533,8289718
8493543,6770630
8493569,917475
8493572,3344528
8493573,8496763
8493575,375483
8493584,11268183
8493584,8496763
8493599,375483
8493599,1967283
8493605,1380969
8493609,903980
8493613,4406124
8493617,2165424
8493618,11256554
8493626,917475
8493636,8541327
8493636,11259681
8493650,3344528
8493665,11260761
8493670,8712973
8493683,6770630
8493686,1380969
8493694,8727530
8493706,8541327
8493718,2165424
8493718,3344528
8493719,1967283
8493734,1955737
8493738,3147435
8493757,8496013
8493766,2165424
8493769,3147435
8493830,3145926
8493862,3226288
8493916,2165424
8493944,375483
8494014,375483
8494029,5631814
8494559,8496013
8494570,11275062
8494570,2165424
8494734,3344528
8494756,2165424
8494756,4476777
8494887,6770630
8494958,3145926
8495006,8494228
8495006,11255652
8495154,3152902
8495181,11255652
8495226,8494228
8495272,6770630
8495280,3152902
8495375,6770630
8495426,3152902
8495553,8496013
8495594,3359801
8495689,11255652
8495762,5614078
8495790,8493058
8495806,3152902
8495923,3588135
8495934,8496837
8496013,8494228
8496046,8496013
8496098,3152902
8496130,6731902
8496193,8496013
8496245,8496837
8496254,3152902
8496287,3152902
8496378,6722065
8496408,5484196
8496536,3152902
8496541,6770630
8496584,5614435
8496602,5484196
8496613,3152902
8496666,6770630
8496666,8496837
8496696,8496837
8496707,3558001
8496744,5603306
8496763,6731902
8496763,3558001
8496785,8496837
8496800,3152902
8496826,5614435
8496837,8494228
8496837,3152902
8496869,3152902
8496922,8496837
8496941,3154754
8496994,5484196
8497044,5484196
8497104,3122913
8497111,5484196
8497173,5614078
8497215,5484196
8497235,8494228
8497265,3359801
8497313,8483636
8497316,3119730
8497331,8483636
8497331,5484196
8497341,8497639
8497362,3003500
8497440,5484196
8497459,3005037
8497488,8494228
8497539,3005037
8497556,3003500
8497587,5484196
8497593,3003500
8497594,3119730
8497639,8494228
8497639,3119730
8497662,8483636
8497664,3003500
8497679,8483636
8497679,5484196
8497680,3003500
8497688,5484196
8497722,3005037
8497744,6731902
8497745,8494228
8497745,3003500
8497811,3005037
8497828,3003500
8497843,3005037
8497905,3005037
8497938,6720885
8497996,3003500
8498008,3005037
8498011,8483636
8498022,3119730
8498028,3005037
8498056,6731902
8498073,3003500
8498076,3119730
8498215,3558001
8498248,5632473
8498291,3003500
8498331,3154754
8498340,5484196
8498356,8483636
8498356,5484196
8498380,6720885
8498386,3119730
8498486,5484196
8498502,8497639
8498524,8497639
8498543,5484196
8498544,5603306
8498548,6725860
8498595,3003500
8498650,3069841
8498668,3069841
8498678,3005037
8498731,3005037
8498761,3005037
8498768,5614435
8498795,3005037
8498811,3005037
8498924,5603306
8498966,5603306
8499018,3273488
8499084,3273488
8499113,3069747
8499113,3069841
8500223,1862680
8500335,8880052
8500660,8495082
8500660,5465659
8501192,5613191
8501676,4562668
8502868,2219680
8502892,5613191
8503174,11275762
8503346,1129293
8503750,5612709
8503759,3330421
8504060,331834
8504350,8497962
8504526,6769926
8504834,8495147
8504978,8694379
8505544,6715993
8505663,8694379
8505930,8485853
8506009,955330
8506010,979774
8506926,6720885
8506926,3227658
8506992,2328396
8507148,1838749
8507235,10262732
8507307,2328396
8508494,1868856
8508542,4372382
8508554,4370959
8508670,4371072
8508856,5236151
8508951,4436402
8509059,4436402
8509266,8497331
8509435,8496541
8509673,3285821
8509749,3285821
8509939,2155717
8509955,8490289
8509978,1623686
8510074,1623686
8510221,3350363
8510283,3285821
8510342,3556200
8510397,8708407
8510411,4905803
8510568,3499998
8510602,1623686
8510606,11256465
8510610,3509367
8510626,3594513
8510705,6716085
8510737,8496541
8510764,8493223
8511097,6733925
8511173,4450541
8511223,6733925
8511338,8498011
8511355,4450541
8511421,4564275
8511430,6720823
8511439,3330421
8511492,4449817
8511516,3005177
8511516,4449817
8511546,2235512
8511579,6721589
8511579,6720823
8511609,4450967
8511614,4449374
8511632,4449374
8511649,3005177
8511649,6732570
8511649,2481093
8511653,6716187
8511683,2262650
8512028,4445162
8512166,471321
8512252,4435280
8512357,2149099
8512392,5588593
8512411,6716085
8512436,5588593
8512479,2149099
8512487,1857135
8512520,6733925
8512599,1939753
8512692,1826440
8512700,1894469
8512758,8722692
8512927,8583406
8512959,6716085
8513065,1502524
8513076,8583406
8513137,1855326
8513156,1855326
8513198,6714659
8513222,6733925
8513349,6716353
8513493,8498356
8513608,2481093
8513653,2262650
8513659,2262650
8513847,3556200
8513901,3005177
8513901,8640581
8513901,62463
8514255,6716187
8514332,1922299
8514427,6715165
8514436,6733925
8514501,1922299
8514666,552398
8514697,1322203
8514723,11268107
8514727,1322203
8514743,3509367
8514933,892505
8515110,3330421
8515154,4905803
8515204,58557
8515206,5559523
8515210,5559523
8515211,58557
8515227,8491448
8515230,3362541
8515264,4452540
8515291,3362541
8515293,1475523
8515293,5138936
8515303,3518525
8515322,2280958
8515323,5595839
8515324,3366456
8515335,3366456
8515336,5595839
8515348,5138936
8515362,4452540
8515421,8698436
8515425,1780853
8515439,8650087
8515444,2179571
8515445,1780853
8515454,3001668
8515471,8682551
8515486,2030990
8515504,839618
8515511,3178182
8515533,2249199
8515559,4689485
8515576,2252774
8515594,768503
8515627,1858125
8515635,1846180
8515669,3041692
8515674,8659322
8515695,7542561
8515737,1157546
8515743,2280958
8515847,269906
8515869,1541451
8515876,1648918
8515886,110519
8515899,8835857
8515902,935514
8515909,8662693
8515910,935514
8515915,8497745
8515917,935514
8515942,8497745
8515984,8640652
8515996,8847804
8516006,1854081
8516021,8712524
8516022,1680811
8516030,1688833
8516061,933334
8516071,3632402
8516076,8491948
8516252,8496763
8516369,935514
8516613,2505029
8516662,1766727
8516865,3076328
8516936,1009237
8516955,3076328
8517336,1697552
8517344,2199641
8517431,10034489
8517452,1134707
8517571,3330421
8517732,6751365
8517927,1827399
8517984,869359
8518038,3556200
8518046,4192668
8518093,2063061
8518146,1623686
8518516,3065279
8518693,1859236
8518888,8483770
8518888,8497639
8519874,3268268
8520177,3268268
8520282,2279837
8520283,8838600
8520968,2279837
8521443,3366554
8521608,3278452
8522001,8491690
8522018,3577018
8522119,1969165
8523322,8492317
8524126,3278452
8524391,3356195
8524605,1969165
8524811,3278452
8525063,1969165
8525654,3543522
8525691,5544897
8525961,3543522
8525968,4370607
8525968,3543522
8526872,5544897
8526948,8492317
8527102,4370607
8527102,8492317
8527342,3579275
8528264,3530298
8528446,552765
8528575,4436402
8529544,6714989
8529616,4436402
8530161,8641186
8530454,6733925
8530548,1880727
8530855,6715165
8530993,11255416
8531022,4449374
8531272,2090033
8531584,4450541
8531806,1659406
8531840,1659406
8531849,2053794
8531921,4450967
8531984,2338432
8532004,3531547
8532033,62463
8532319,8850548
8532504,2016205
8532572,1922299
8532777,892505
8532787,6716085
8532806,6716085
8532997,3556200
8533494,3330421
8533507,5710407
8533665,5710407
8533721,3629886
8533774,3629886
8533782,3629886
8533848,8498011
8534056,8980389
8534079,8980389
8534103,3629886
8534134,3629886
8534325,3629886
8534331,3629886
8534342,3381142
8534469,3629886
8534495,3629886
8534552,3629886
8534628,3629886
8534683,8980389
8534697,8980389
8534729,1385060
8534755,8505663
8534822,1385060
8534857,12140819
8534858,3629886
8534911,1385060
8534917,12140819
8534917,1385060
8534922,1385060
8534948,8783
8534969,3629886
8534975,1385060
8534997,3629886
8535012,8980389
8535020,3629886
8535029,12169858
8535036,3629886
8535109,1385060
8535315,12140819
8535346,1385060
8535454,5413777
8535477,1385060
8535494,1385060
8535514,12140819
8535514,3629886
8535558,3629886
8535562,10047553
8535564,9852093
8535577,10059979
8535591,6772058
8535652,1385060
8535662,5410880
8535719,12140819
8535719,6772058
8535736,6772058
8535780,6772058
8535911,2087429
8535947,8783
8535957,6772058
8535983,11972537
8535983,394088
8536028,394088
8536052,8617854
8536139,8617854
8536173,2087429
8536360,8665366
8536402,8559791
8536405,8783
8536440,1492325
8536513,1023730
8536557,1614731
8536699,897481
8536748,1023730
8536785,2201898
8536818,11275062
8536818,8535029
8536928,8654304
8536956,11275762
8536970,8654304
8537101,2065803
8537201,11277457
8537215,1142548
8537267,8658651
8537309,8752976
8537539,8627067
8537550,929011
8537731,8728239
8537731,8851851
8537752,8853507
8537807,933334
8537859,269906
8537891,4376875
8538072,8535983
8538324,11275062
8538324,2341267
8538629,301751
8538829,3659817
8538893,8850842
8539019,8727530
8539032,8850842
8539296,8541542
8539344,3215655
8539430,3215655
8539532,2468779
8539592,8498795
8539994,3439889
8540043,8498741
8540065,3439889
8540098,8498795
8540115,8498539
8540212,8498741
8540232,8498741
8540242,3386630
8540346,8498719
8540433,5547225
8540557,3386630
8540581,8497251
8540581,5544116
8540590,6720885
8540599,3386630
8540610,8498741
8540610,3386630
8541079,5547225
8541294,6770630
8541327,6770630
8541361,11255652
8541552,6770630
8541742,6770630
8542045,8496837
8542663,8494228
8543041,3069747
8543946,5484196
8544016,2235512
8544060,2235512
8544295,2235512
8544312,11268107
8544661,11263212
8545042,6715611
8546332,11263947
8546516,2044002
8546913,2165407
8547011,5501838
8547119,8654304
8547134,4689485
8547738,4689485
8548419,11255149
8548448,2167460
8548529,8250996
8548892,3227473
8549374,3153525
8549680,8485846
8549716,8500660
8549733,5589490
8549832,5589490
8550031,5591078
8550135,8715765
8550231,10274915
8550342,4377103
8550465,1514761
8550686,8497313
8550740,3153525
8550846,5591078
8550970,11750857
8551057,2170897
8551181,2167460
8551197,5589457
8551651,3227473
8551965,5589457
8552450,3227473
8552454,5589457
8552677,5501838
8552945,8495226
8552977,8495226
8553079,5501838
8553122,1514761
8553232,1808653
8553294,8715765
8553311,5589457
8553448,8715765
8553454,8250996
8553561,8257728
8553624,8497313
8553729,8500660
8553947,5501838
8553997,1922871
8554011,1514761
8554761,2170897
8555110,1922871
8555153,6725939
8555504,1922871
8555579,10330682
8556002,11255416
8556561,1926430
8557660,1926430
8557812,1969165
8558393,5633947
8558407,11254791
8558577,3610798
8558671,8716363
8558758,2167460
8558792,11254791
8559504,4370959
8559506,2326291
8559549,10330682
8559766,10262732
8559791,3205992
8559791,8515847
8559899,3205992
8559899,10330682
8560064,10330682
8560089,10262732
8560650,10330682
8560782,10330682
8560854,12165677
8560971,3065279
8561225,5589490
8561247,2328396
8561442,8500660
8561475,8515847
8561574,2328396
8561667,2328396
8561675,1922871
8561746,2328396
8561989,12165677
8562112,12165677
8562537,12165677
8562559,1838749
8562870,5501838
8563091,8255861
8563177,3065279
8563410,3065279
8563453,1808653
8563853,4394731
8564137,5501838
8564344,5501838
8565056,2155717
8565214,561009
8565262,561009
8565329,8497313
8565397,8493694
8565516,10330682
8566019,10330682
8566197,10330682
8566472,2328396
8566644,4394731
8567515,4383244
8567618,5544897
8567711,11255149
8567924,10299628
8567975,6769926
8567995,3325350
8567995,5591078
8568322,5544897
8569206,10274915
8569232,3356195
8569334,2105387
8569338,10299628
8569683,6769926
8569737,5501838
8569896,8640081
8570059,11255149
8570227,6769926
8570236,5501838
8570429,5501838
8570700,3153898
8570924,10216860
8570986,3153898
8571077,5501838
8571127,10216860
8571148,2105387
8571279,11255149
8571352,6769926
8571399,4370959
8571638,3519841
8571854,2149018
8571921,10216860
8571931,6769926
8571955,10204781
8571966,6769926
8572174,1868856
8572419,3153898
8572654,5501838
8572663,1868856
8572737,5589457
8572922,4371072
8572959,7316896
8572967,2149018
8573092,7316896
8573221,5589457
8573368,7316896
8573423,4372382
8573661,2149018
8573990,3205992
8573990,2149018
8574116,6769926
8574364,5589457
8574384,6769926
8574902,1502336
8574958,1502336
8574964,4371072
8575138,10284503
8575308,5585427
8575313,2175150
8575616,5589490
8575686,8485846
8575732,10284503
8575879,1868856
8575912,10284503
8576513,3610798
8577303,8491746
8577328,8491746
8577406,5545890
8577409,3610798
8577952,3629886
8578030,3629886
8578118,2165508
8578149,8498380
8578184,3356195
8578248,3629886
8578402,8492317
8578433,3629886
8578568,3629886
8578784,3661789
8578812,3268268
8579151,11255149
8579295,3227473
8579431,3278452
8579647,5591078
8579977,1838749
8580029,8485846
8580612,10274915
8580673,6734903
8580832,4372382
8580877,3153525
8581094,3268268
8581232,1838749
8581383,10262732
8581387,4436402
8581472,12165677
8581494,4436402
8581536,6732544
8581581,1820562
8581665,4445162
8581700,2167460
8581708,4449817
8581723,4449817
8581746,6734903
8581791,2170897
8581818,8257728
8581918,4436402
8581979,6716085
8581981,4436402
8581984,6716085
8581998,4436402
8582053,2303121
8582094,5144126
8582117,5144126
8582161,6733925
8582173,8640737
8582250,962271
8582331,1826440
8582376,8852368
8582402,8639343
8582470,8583406
8582494,4371072
8582514,4371072
8582571,6716353
8582633,8641186
8582637,6716353
8582686,1502336
8582706,6716353
8582772,6716085
8582786,10322681
8582788,8641186
8582862,6716085
8582872,6734903
8582883,6734903
8582904,6716085
8582935,2235512
8582972,4385181
8583013,6725376
8583050,6716085
8583124,2328396
8583136,4449374
8583141,2235512
8583145,6721589
8583318,6720823
8583406,3005177
8583406,6734903
8583433,3005177
8583433,6720859
8583519,1427714
8583775,4449374
8583827,4450541
8583875,4449374
8583971,2481093
8583994,4450967
8584274,6739224
8584311,6716085
8584597,2481093
8584806,2328396
8584969,8489557
8584973,5595839
8585065,8540115
8585104,3003814
8585253,1670083
8585338,1770535
8585459,6716297
8585543,5646974
8585557,6716297
8585565,1766727
8585581,1770535
8585591,5619263
8585634,815844
8585641,1770535
8585780,914185
8585828,3178182
8585846,11257930
8585877,3178182
8585968,2127542
8586027,4376875
8586227,903980
8586233,4115604
8586262,4420954
8586273,935514
8586365,11277782
8586443,955330
8586476,2053794
8586481,8631573
8586496,8631573
8586575,8631573
8586612,754126
8586695,9894504
8586708,8694379
8586729,2079515
8586764,1134707
8586800,1411801
8586802,8659322
8586805,2079515
8586824,2199641
8586840,9894504
8586866,1411801
8586901,8535719
8586984,1475523
8586988,2094675
8587011,9894504
8587045,2244439
8587100,8488885
8587116,8497679
8587179,1839381
8587483,3562458
8587542,6725376
8587632,11750857
8587672,1157546
8587793,5138936
8587808,5138936
8587917,8838274
8587971,5138936
8588009,5138936
8588012,8842645
8588068,5138936
8588082,6715165
8588316,909372
8588348,9894504
8588375,4449374
8588423,909372
8588557,4449374
8588727,1027393
8589012,1543618
8589387,1502456
8589483,1462394
8589563,11256465
8589576,11263947
8589600,3330421
8589614,2058482
8589664,11256554
8589960,8493223
8590208,11256554
8590925,11275272
8591433,5777697
8592727,5614435
8593392,368589
8594733,1419274
8594845,6716085
8594951,8639896
8595020,1826440
8595026,4450967
8595038,6716085
8595106,4450967
8595812,8712524
8596150,3355674
8596327,3362541
8596411,3096233
8597232,589727
8597495,3366456
8597507,63411
8597809,8493543
8598239,6744368
8598575,6716353
8598668,8640737
8598702,3366456
8599333,3499998
8599479,3366456
8599480,4450967
8599788,6716353
8599903,2149099
8599921,3499998
8600460,4450967
8601064,1826440
8601427,2262650
8601684,4369751
8601860,63423
8602130,8640737
8602242,4450967
8602516,3499998
8602617,4449374
8602960,5587414
8603292,63423
8603294,6716271
8603358,8478785
8603390,1826440
8603956,2149099
8604747,2992835
8604960,4450967
8605159,1826440
8605324,3330421
8605363,6716271
8606351,2149099
8606702,6715455
8606953,6716271
8607094,3353424
8607118,1826440
8607291,1826440
8607528,4436402
8607755,4450967
8607933,3509367
8608038,8492735
8608381,6716187
8608702,8493511
8608863,2016944
8608943,3353424
8609489,4450967
8609823,8493511
8610064,4450967
8610305,2016944
8610421,3381142
8610423,6732670
8610604,6732670
8610815,4436402
8611265,4450967
8611420,2512050
8611492,2016944
8611926,6732670
8611956,4450967
8612557,4449374
8612581,8537859
8612725,6716085
8612734,466095
8612950,8640922
8613199,2149099
8613721,8684028
8613811,3330421
8614070,2235512
8615704,6752297
8615828,6752297
8615953,8583406
8615957,6752297
8616288,2235512
8616488,4449374
